@TE,TD,<TE>,<TD> [keV]  vs t@
X,TE,TD,<TE>,<TD>
 0.8074000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8076000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8078000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8080000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8082000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8084000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8086000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8088000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8090000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8092000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8094000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8096000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8098000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8100000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8102000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8104000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8106000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8108000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8110000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8112000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8114000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8116000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8118000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8120000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8122000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8124000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8126000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8128000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8130000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8132000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8134000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8136000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8138000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8140000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8142000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8144000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8146000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8148000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8150000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8152000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8154000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8156000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8158000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8160000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8162000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8164000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8166000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8168000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8170000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8172000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8174000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8176000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8178000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8180000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8182000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8184000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8186000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8188000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8190000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8192000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8194000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8196000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8198000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8200000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8202000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8204000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8206000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8208000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8210000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8212000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8214000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8216000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8218000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8220000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8222000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8224000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8226000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8228000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8230000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8232000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8234000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8236000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8238000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8240000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8242000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8244000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8246000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8248000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8250000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8252000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8254000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8256000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8258000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8260000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8262000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8264000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8266000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8268000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8270000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8272000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8274000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8276000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8278000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8280000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8282000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8284000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8286000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8288000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8290000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8292000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8294000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8296000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8298000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8300000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8302000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8304000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8306000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8308000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8310000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8312000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8314000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8316000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8318000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8320000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8322000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8324000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8326000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8328000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8330000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8332000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8334000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8336000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8338000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8340000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8342000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8344000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8346000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8348000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8350000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8352000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8354000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8356000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8358000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8360000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8362000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8364000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8366000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8368000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8370000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8372000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8374000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8376000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8378000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8380000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8382000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8384000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8386000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8388000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8390000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8392000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8394000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8396000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8398000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8400000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8402000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8404000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8406000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8408000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8410000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8412000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8414000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8416000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8418000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8420000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8422000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8424000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8426000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8428000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8430000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8432000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8434000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8436000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8438000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8440000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8442000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8444000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8446000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8448000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8450000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8452000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8454000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8456000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8458000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8460000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8462000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8464000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8466000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8468000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8470000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8472000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8474000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8476000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8478000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8480000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8482000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8484000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8486000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8488000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8490000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8492000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8494000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8496000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8498000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8500000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8502000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8504000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8506000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8508000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8510000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8512000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8514000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8516000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8518000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8520000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8522000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8524000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8526000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8528000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8530000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8532000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8534000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8536000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8538000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8540000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8542000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8544000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8546000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8548000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8550000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8552000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8554000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8556000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8558000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8560000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8562000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8564000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8566000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8568000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8570000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8572000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8574000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8576000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8578000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8580000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8582000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8584000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8586000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8588000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8590000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8592000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8594000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8596000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8598000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8600000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8602000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8604000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8606000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8608000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8610000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8612000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8614000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8616000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.8618000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
